BHK,TYPE,AREA,C_STATUS,SQ_FT,CITY,PRICE
3,Apartment,Gota,Ready to move,1620,Ahmedabad,4945
2,Apartment,Gota,Ready to move,1395,Ahmedabad,4032
3,Apartment,Prahlad Nagar,Ready to move,2164,Ahmedabad,6469
2,Apartment,Bodakdev,Ready to move,990,Ahmedabad,5555
3,Apartment,Navrangpura,Ready to move,2070,Ahmedabad,11352
3,Apartment,Shilaj,Ready to move,1500,Ahmedabad,4333
3,Apartment,Shilaj,Ready to move,1500,Ahmedabad,4333
3,Apartment,Shela,Ready to move,1960,Ahmedabad,3979
4,Apartment,Ambli,Ready to move,4154,Ahmedabad,7655
4,Apartment,Bopal,Under Construction,3538,Ahmedabad,4000
3,Apartment,Bopal,Ready to move,1548,Ahmedabad,5167
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3220,Ahmedabad,6242
3,Apartment,Bopal,Ready to move,1435,Ahmedabad,4041
3,Apartment,Ambli,Ready to move,3400,Ahmedabad,7200
3,Apartment,Ambli,Ready to move,2970,Ahmedabad,7200
2,Apartment,Ambli,Ready to move,2270,Ahmedabad,7200
3,Independent House,Ghatlodiya,Ready to move,2700,Ahmedabad,6296
5,Independent House,Gulab Tower Road,Ready to move,1800,Ahmedabad,15000
2,Villa,kolat,Ready to move,3600,Ahmedabad,11666
4,Apartment,Thaltej,Ready to move,2364,Ahmedabad,6580
6,Apartment,Thaltej Shilaj Road,Ready to move,4500,Ahmedabad,5711
2,Apartment,Ring Road East,Ready to move,800,Ahmedabad,4421
2,Apartment,Ring Road West,Ready to move,1179,Ahmedabad,3000
3,Apartment,Ring Road West,Ready to move,1440,Ahmedabad,3000
4,Apartment,132 Ft Ring Road,Ready to move,2346,Ahmedabad,9803
6,Apartment,Thaltej Shilaj Road,Ready to move,4500,Ahmedabad,5711
2,Apartment,Ring Road East,Ready to move,800,Ahmedabad,4421
2,Apartment,Ring Road East,Ready to move,915,Ahmedabad,3865
2,Apartment,Ring Road West,Ready to move,900,Ahmedabad,4800
3,Apartment,Makraba Road,Ready to move,1135,Ahmedabad,6607
4,Independent House,Ahmedabad Palanpur Road,Ready to move,2551,Ahmedabad,7840
2,Apartment,Gota road,Ready to move,840,Ahmedabad,4166
4,Apartment,Thaltej Shilaj Road,Ready to move,1900,Ahmedabad,6789
4,Apartment,shilaj Road,Ready to move,2228,Ahmedabad,5745
4,Apartment,shilaj Road,Ready to move,2241,Ahmedabad,5711
2,Apartment,Ring Road West,Ready to move,1172,Ahmedabad,3017
2,Apartment,SP Ring Road,Ready to move,1179,Ahmedabad,3000
2,Apartment,Ring Road West,Ready to move,1120,Ahmedabad,3158
2,Apartment,Ring Road West,Ready to move,1070,Ahmedabad,3305
3,Apartment,Makraba Road,Ready to move,1435,Ahmedabad,5226
2,Apartment,Gurukul,Ready to move,950,Ahmedabad,5263
4,Independent House,Science City,Ready to move,4050,Ahmedabad,11111
4,Apartment,Bodakdev,Under Construction,3311,Ahmedabad,6191
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3340,Ahmedabad,4790
2,Apartment,Ognaj,Ready to move,2160,Ahmedabad,7407
2,Apartment,Thaltej,Ready to move,2550,Ahmedabad,8235
2,Apartment,Sola,Ready to move,2358,Ahmedabad,6573
3,Apartment,Thaltej,Ready to move,2412,Ahmedabad,7172
3,Apartment,Thaltej,Ready to move,3100,Ahmedabad,6774
2,Apartment,Bopal,Ready to move,1750,Ahmedabad,4285
4,Apartment,Thaltej,Ready to move,3430,Ahmedabad,9183
4,Apartment,Ambli,Ready to move,4475,Ahmedabad,6703
3,Apartment,Jodhpur Village,Ready to move,2781,Ahmedabad,6472
2,Apartment,Thaltej,Ready to move,1500,Ahmedabad,3800
2,Apartment,Gota,Ready to move,1890,Ahmedabad,3703
2,Apartment,Near Nirma University On SG Highway,Ready to move,1850,Ahmedabad,4054
3,Apartment,Bodakdev,Ready to move,3825,Ahmedabad,9150
2,Apartment,Satellite,Ready to move,2088,Ahmedabad,7662
2,Apartment,Bopal,Ready to move,1436,Ahmedabad,5153
3,Apartment,Navrangpura,Ready to move,2500,Ahmedabad,7120
3,Apartment,Ambavadi,Under Construction,3447,Ahmedabad,6179
4,Apartment,Memnagar,Ready to move,3618,Ahmedabad,7186
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1215,Ahmedabad,3539
3,Independent House,Ahmedabad Patan Highway Road,Ready to move,2538,Ahmedabad,2955
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1593,Ahmedabad,3610
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1395,Ahmedabad,4659
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1449,Ahmedabad,4002
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1575,Ahmedabad,3301
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,2164,Ahmedabad,6469
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1170,Ahmedabad,5384
3,Independent House,Ahmedabad Patan Highway Road,Ready to move,2070,Ahmedabad,11352
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1440,Ahmedabad,4236
3,Apartment,Memnagar,Ready to move,1125,Ahmedabad,5866
2,Apartment,Chandkheda,Ready to move,945,Ahmedabad,2751
4,Apartment,Thaltej Shilaj Road,Under Construction,2832,Ahmedabad,4519
4,Apartment,Thaltej Shilaj Road,Under Construction,2898,Ahmedabad,4416
2,Apartment,Ring Road West,Ready to move,914,Ahmedabad,4726
2,Apartment,Sardar Patel Ring Road,Ready to move,1230,Ahmedabad,2875
2,Apartment,Vasna,Ready to move,752,Ahmedabad,6515
4,Apartment,SP Ring Road,Ready to move,3220,Ahmedabad,7142
6,Apartment,Shilaj Circle,Under Construction,4597,Ahmedabad,5590
2,Apartment,Ring Road West,Under Construction,1200,Ahmedabad,2947
3,Apartment,Ring Road West,Ready to move,1442,Ahmedabad,2995
2,Apartment,Ring Road West,Ready to move,918,Ahmedabad,4705
2,Apartment,Makraba Road,Ready to move,759,Ahmedabad,7905
2,Apartment,Gujarat College Road,Ready to move,1128,Ahmedabad,3523
4,Apartment,Adraj,Ready to move,3650,Ahmedabad,6000
5,Independent House,Zydus Hospital Road,Ready to move,4725,Ahmedabad,12698
6,Independent House,Ambavadi,Ready to move,4050,Ahmedabad,11111
3,Apartment,Shahibaug,Ready to move,2250,Ahmedabad,8888
2,Villa,Dani Limda,Ready to move,400,Ahmedabad,12875
2,Apartment,Bopal,Under Construction,1230,Ahmedabad,3902
3,Apartment,Makarba,Ready to move,1450,Ahmedabad,5862
2,Apartment,Prahlad Nagar,Ready to move,2200,Ahmedabad,5909
1,Apartment,Chandkheda,Ready to move,506,Ahmedabad,4743
5,Penthouse,Sindhubhavan Road,Ready to move,5728,Ahmedabad,6546
4,Independent House,Kudasan,Ready to move,2700,Ahmedabad,50000
4,Apartment,Satellite,Ready to move,2880,Ahmedabad,4861
1,Apartment,Maninagar,Ready to move,1100,Ahmedabad,3818
1,Apartment,Nikol,Ready to move,850,Ahmedabad,1882
4,Apartment,Bodakdev,Ready to move,4840,Ahmedabad,9483
2,Apartment,Gota,Under Construction,2025,Ahmedabad,3456
6,Independent House,Navrangpura,Ready to move,4500,Ahmedabad,11333
2,Apartment,Bodakdev,Ready to move,1800,Ahmedabad,5000
2,Apartment,Thaltej,Ready to move,1100,Ahmedabad,4636
2,Independent Floor,New Ranip,Ready to move,945,Ahmedabad,3068
4,Independent Floor,Ashram Road,Under Construction,6000,Ahmedabad,25000
3,Apartment,Shela,Ready to move,1441,Ahmedabad,2637
4,Apartment,S G Highway,Ready to move,3650,Ahmedabad,3698
2,Apartment,S G Highway,Ready to move,1080,Ahmedabad,3981
2,Apartment,S G Highway,Ready to move,818,Ahmedabad,4217
3,Apartment,S G Highway,Ready to move,1905,Ahmedabad,4514
4,Apartment,S G Highway,Ready to move,3780,Ahmedabad,4417
2,Apartment,Jagatpur,Ready to move,1200,Ahmedabad,3500
2,Apartment,Vaishnodevi,Under Construction,1060,Ahmedabad,3575
2,Apartment,South Bopal,Under Construction,1200,Ahmedabad,3150
2,Apartment,Vaishnodevi,Under Construction,1063,Ahmedabad,3565
3,Apartment,Vastrapur,Under Construction,2230,Ahmedabad,4573
3,Apartment,South Bopal,Under Construction,1450,Ahmedabad,3103
3,Apartment,Shela,Under Construction,1250,Ahmedabad,3800
2,Apartment,Vaishnodevi,Under Construction,1100,Ahmedabad,3909
3,Apartment,Vaishnodevi,Under Construction,1332,Ahmedabad,4917
3,Apartment,Chandlodia,Ready to move,1960,Ahmedabad,2600
2,Apartment,Satellite Extension,Ready to move,877,Ahmedabad,7183
3,Apartment,Satellite Extension,Ready to move,1370,Ahmedabad,6076
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,758,Ahmedabad,6134
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,756,Ahmedabad,6150
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,756,Ahmedabad,6150
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1260,Ahmedabad,5000
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,5040,Ahmedabad,1651
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1845,Ahmedabad,2888
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,2025,Ahmedabad,2888
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1758,Ahmedabad,2898
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,758,Ahmedabad,6464
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1540,Ahmedabad,2805
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,3003,Ahmedabad,8558
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,2003,Ahmedabad,12830
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1298,Ahmedabad,2724
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1169,Ahmedabad,3025
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1179,Ahmedabad,3000
4,Penthouse,Ahmedabad Patan Highway Road,Ready to move,3220,Ahmedabad,7142
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1970,Ahmedabad,4682
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,860,Ahmedabad,5839
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,810,Ahmedabad,6200
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,960,Ahmedabad,4843
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,859,Ahmedabad,5413
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,780,Ahmedabad,5961
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1260,Ahmedabad,5000
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1665,Ahmedabad,2888
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1758,Ahmedabad,2898
3,Apartment,Chandlodia,Ready to move,1960,Ahmedabad,2600
2,Apartment,Satellite Extension,Ready to move,877,Ahmedabad,7183
3,Apartment,Satellite Extension,Ready to move,1370,Ahmedabad,6076
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,5805,Ahmedabad,4427
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,5796,Ahmedabad,4434
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,3220,Ahmedabad,6304
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2433,Ahmedabad,4891
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1224,Ahmedabad,2889
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1440,Ahmedabad,3000
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2898,Ahmedabad,4416
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,3258,Ahmedabad,3928
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2898,Ahmedabad,4416
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2898,Ahmedabad,4416
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2934,Ahmedabad,4362
4,Apartment,Ahmedabad Patan Highway Road,Ready to move,2898,Ahmedabad,4416
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,2500,Ahmedabad,10320
2,Apartment,Gandhinagar Ahmedabad Road,Ready to move,1125,Ahmedabad,3533
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1080,Ahmedabad,2777
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1170,Ahmedabad,2777
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1260,Ahmedabad,2777
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,810,Ahmedabad,6200
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,820,Ahmedabad,6124
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,810,Ahmedabad,6200
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1179,Ahmedabad,3000
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,6804,Ahmedabad,3777
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,5877,Ahmedabad,4372
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,2003,Ahmedabad,12830
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,3000,Ahmedabad,8566
6,Apartment,Ahmedabad Patan Highway Road,Ready to move,5787,Ahmedabad,4440
3,Penthouse,Shahibaug,Ready to move,1089,Ahmedabad,7621
2,Apartment,Naranpura Road,Ready to move,1350,Ahmedabad,5185
2,Apartment,Anand Nagar,Ready to move,1250,Ahmedabad,6160
2,Apartment,Narolgam,Ready to move,1152,Ahmedabad,2430
1,Apartment,Narolgam,Ready to move,801,Ahmedabad,1747
1,Apartment,Narolgam,Ready to move,630,Ahmedabad,1904
3,Apartment,Maninagar,Ready to move,1278,Ahmedabad,2347
1,Apartment,Naroda,Ready to move,756,Ahmedabad,2380
2,Apartment,Nikol,Ready to move,1400,Ahmedabad,2107
3,Apartment,Chandkheda,Ready to move,1494,Ahmedabad,3078
3,Apartment,Shantigram Road,Ready to move,1775,Ahmedabad,4332
3,Apartment,Ganesh Genesis Jagatpur Road,Ready to move,1400,Ahmedabad,4892
3,Apartment,Ganesh Genesis Jagatpur Road,Ready to move,1530,Ahmedabad,4248
4,Independent House,Parshwanath Nagar,Ready to move,2961,Ahmedabad,5707
3,Apartment,Khokhra,Ready to move,1140,Ahmedabad,3041
2,Apartment,Maninagar East,Ready to move,999,Ahmedabad,5555
2,Apartment,Shayona City Road,Ready to move,1215,Ahmedabad,2181
2,Apartment,Safal Parisar Road,Ready to move,1202,Ahmedabad,3993
3,Apartment,SG Highway Service Road,Ready to move,1600,Ahmedabad,4131
1,Apartment,Satellite,Ready to move,765,Ahmedabad,1895
5,Independent House,Thaltej Shilaj Road,Ready to move,5940,Ahmedabad,10942
6,Independent House,Hirawadi Road,Ready to move,2133,Ahmedabad,4219
3,Apartment,new c g road chandkheda,Ready to move,1665,Ahmedabad,2888
3,Apartment,Vasna,Ready to move,810,Ahmedabad,6200
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1260,Ahmedabad,2699
1,Apartment,Ahmedabad Patan Highway Road,Ready to move,1080,Ahmedabad,1388
2,Apartment,Ahmedabad Patan Highway Road,Ready to move,1980,Ahmedabad,3282
2,Apartment,Makarba,Ready to move,765,Ahmedabad,7843
3,Apartment,Makarba,Ready to move,1135,Ahmedabad,6607
2,Apartment,Vasna,Ready to move,750,Ahmedabad,6533
2,Apartment,Maninagar West,Ready to move,1179,Ahmedabad,3000
3,Apartment,Maninagar West,Ready to move,1440,Ahmedabad,3000
2,Apartment,Maninagar West,Ready to move,1179,Ahmedabad,3000
2,Apartment,ahmedabad rajkot highway,Ready to move,1179,Ahmedabad,3000
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1179,Ahmedabad,3000
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1440,Ahmedabad,3000
6,Apartment,Shilaj,Ready to move,2300,Ahmedabad,11173
6,Apartment,Shilaj,Ready to move,2003,Ahmedabad,12830
6,Apartment,Shilaj,Ready to move,3000,Ahmedabad,8566
6,Apartment,Shilaj,Ready to move,2000,Ahmedabad,12850
3,Apartment,Satellite,Ready to move,1665,Ahmedabad,5000
4,Apartment,Shilaj,Ready to move,2236,Ahmedabad,5724
4,Apartment,Shilaj,Ready to move,2860,Ahmedabad,4510
1,Apartment,Narolgam,Ready to move,531,Ahmedabad,1789
3,Independent House,Vatva,Ready to move,1620,Ahmedabad,3703
3,Apartment,Narolgam,Ready to move,1278,Ahmedabad,2347
2,Apartment,Narolgam,Ready to move,999,Ahmedabad,2102
2,Apartment,Narolgam,Ready to move,1008,Ahmedabad,2132
2,Apartment,Narolgam,Ready to move,1197,Ahmedabad,1837
2,Apartment,Narolgam,Ready to move,765,Ahmedabad,2352
2,Apartment,Narolgam,Ready to move,855,Ahmedabad,1871
2,Apartment,Narolgam,Ready to move,990,Ahmedabad,1767
2,Apartment,Narolgam,Ready to move,801,Ahmedabad,2122
2,Apartment,New Maninagar,Ready to move,1062,Ahmedabad,2118
2,Apartment,Narolgam,Ready to move,1143,Ahmedabad,2318
5,Penthouse,Satellite,Ready to move,4185,Ahmedabad,4778
3,Apartment,Motera,Ready to move,2007,Ahmedabad,4235
3,Apartment,Ganesh Genesis Jagatpur Road,Ready to move,1482,Ahmedabad,4217
3,Apartment,Tragad,Ready to move,1440,Ahmedabad,3368
3,Apartment,Gota,Ready to move,1345,Ahmedabad,4591
4,Apartment,Vaishnodevi,Ready to move,3075,Ahmedabad,4325
2,Apartment,Vaishnodevi,Ready to move,1280,Ahmedabad,4355
3,Apartment,Vaishnodevi,Ready to move,1400,Ahmedabad,4756
1,Apartment,Near Nirma University On SG Highway,Ready to move,1300,Ahmedabad,4615
4,Independent House,Vejalpur,Ready to move,1215,Ahmedabad,8641
4,Independent House,Navrangpura,Ready to move,4050,Ahmedabad,11111
3,Apartment,Motera,Ready to move,2025,Ahmedabad,3679
5,Villa,Thaltej,Ready to move,4500,Ahmedabad,11111
2,Apartment,Janta Nagar,Ready to move,1125,Ahmedabad,3555
2,Apartment,Gota,Ready to move,1265,Ahmedabad,2695
3,Apartment,Ring Road West,Ready to move,2433,Ahmedabad,4891
6,Apartment,Shilaj,Ready to move,2400,Ahmedabad,10750
3,Apartment,Kheda,Ready to move,1764,Ahmedabad,2888
3,Apartment,Chandkheda,Ready to move,2025,Ahmedabad,2888
3,Apartment,Vasna,Ready to move,755,Ahmedabad,6158
3,Apartment,Vasna,Ready to move,1354,Ahmedabad,3434
3,Apartment,Vasna,Ready to move,1350,Ahmedabad,3444
3,Apartment,Vasna,Ready to move,817,Ahmedabad,6146
3,Apartment,Vasna,Ready to move,813,Ahmedabad,6177
3,Apartment,Chandkheda,Ready to move,1845,Ahmedabad,2888
2,Apartment,Ring Road West,Ready to move,1000,Ahmedabad,3537
4,Independent House,Science City,Ready to move,2550,Ahmedabad,7843
2,Apartment,Gota,Ready to move,1370,Ahmedabad,4087
2,Apartment,Near Nirma University On SG Highway,Under Construction,1262,Ahmedabad,3613
2,Apartment,Gota,Ready to move,1359,Ahmedabad,4562
3,Apartment,Sola,Ready to move,2358,Ahmedabad,5725
2,Apartment,Chandkheda,Ready to move,1032,Ahmedabad,2858
3,Apartment,Gota,Ready to move,1710,Ahmedabad,3347
3,Apartment,Chandkheda,Ready to move,1582,Ahmedabad,3223
2,Apartment,Gandhinagar Ahmedabad Road,Ready to move,1175,Ahmedabad,3659
2,Apartment,Chandkheda,Ready to move,1083,Ahmedabad,2816
3,Independent Floor,Shilaj,Ready to move,1512,Ahmedabad,4199
3,Apartment,Chandkheda,Ready to move,1275,Ahmedabad,4000
3,Apartment,gota SG higway,Ready to move,1629,Ahmedabad,3996
2,Apartment,gota SG higway,Ready to move,1426,Ahmedabad,3169
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1745,Ahmedabad,4475
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1280,Ahmedabad,4296
2,Apartment,Gota,Ready to move,1179,Ahmedabad,4156
2,Apartment,Chandkheda,Ready to move,990,Ahmedabad,3051
2,Apartment,Gota,Ready to move,1139,Ahmedabad,4214
3,Apartment,gota SG higway,Ready to move,1494,Ahmedabad,5371
2,Apartment,Gota,Ready to move,1399,Ahmedabad,4002
3,Apartment,Sola,Ready to move,1998,Ahmedabad,6756
3,Apartment,Gota,Ready to move,2021,Ahmedabad,4205
2,Apartment,Chandkheda,Ready to move,1025,Ahmedabad,2878
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1854,Ahmedabad,4207
3,Apartment,Gota,Ready to move,1735,Ahmedabad,4610
3,Apartment,Gota,Ready to move,1895,Ahmedabad,4026
3,Apartment,Chandkheda,Ready to move,1489,Ahmedabad,3156
2,Apartment,Ranip,Ready to move,1335,Ahmedabad,3146
2,Apartment,Gota,Ready to move,1178,Ahmedabad,3480
2,Apartment,Gota,Ready to move,1396,Ahmedabad,4011
3,Apartment,Near Nirma University On SG Highway,Ready to move,1488,Ahmedabad,3897
3,Apartment,Gota,Ready to move,1710,Ahmedabad,3350
2,Apartment,Near Nirma University On SG Highway,Ready to move,1354,Ahmedabad,3581
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1358,Ahmedabad,4050
2,Apartment,Gota,Ready to move,1368,Ahmedabad,4020
3,Apartment,Gota,Ready to move,1815,Ahmedabad,3801
3,Apartment,Near Nirma University On SG Highway,Ready to move,2161,Ahmedabad,3933
3,Apartment,Gota,Ready to move,1890,Ahmedabad,4021
3,Apartment,Gota,Ready to move,1533,Ahmedabad,4566
2,Apartment,Gota,Ready to move,1126,Ahmedabad,3818
2,Independent Floor,Gota,Ready to move,1224,Ahmedabad,3267
3,Apartment,Gota,Ready to move,1629,Ahmedabad,5217
3,Apartment,Near Nirma University On SG Highway,Under Construction,1728,Ahmedabad,3804
2,Apartment,Near Nirma University On SG Highway,Under Construction,1265,Ahmedabad,3584
2,Apartment,Gota,Ready to move,1217,Ahmedabad,3475
3,Apartment,Near Nirma University On SG Highway,Ready to move,1536,Ahmedabad,4726
2,Apartment,Near Nirma University On SG Highway,Ready to move,1320,Ahmedabad,3653
2,Apartment,Near Nirma University On SG Highway,Under Construction,1109,Ahmedabad,3627
3,Apartment,Near Nirma University On SG Highway,Ready to move,1483,Ahmedabad,3924
2,Apartment,Gota,Ready to move,1170,Ahmedabad,3508
4,Apartment,Chandkheda,Ready to move,1800,Ahmedabad,5388
4,Apartment,Chandkheda,Ready to move,1791,Ahmedabad,6532
2,Apartment,Gota,Ready to move,1184,Ahmedabad,3210
2,Apartment,Gota,Ready to move,1415,Ahmedabad,3887
2,Apartment,Gota,Ready to move,1368,Ahmedabad,4393
3,Apartment,gota SG higway,Ready to move,1737,Ahmedabad,4490
2,Apartment,Gota,Ready to move,1219,Ahmedabad,3371
3,Apartment,Gota,Ready to move,1739,Ahmedabad,3806
3,Apartment,Near Nirma University On SG Highway,Ready to move,1494,Ahmedabad,3898
3,Apartment,Near Nirma University On SG Highway,Ready to move,1490,Ahmedabad,3892
2,Apartment,Gota,Ready to move,1356,Ahmedabad,4295
2,Apartment,Gota,Ready to move,1251,Ahmedabad,3358
3,Apartment,Near Nirma University On SG Highway,Under Construction,1732,Ahmedabad,3823
2,Apartment,Near Nirma University On SG Highway,Under Construction,1124,Ahmedabad,3668
2,Apartment,Gota,Ready to move,1448,Ahmedabad,2883
2,Apartment,Gota,Ready to move,1128,Ahmedabad,4276
2,Apartment,Near Nirma University On SG Highway,Ready to move,1169,Ahmedabad,3872
2,Apartment,Gota,Ready to move,1398,Ahmedabad,4015
3,Apartment,Near Nirma University On SG Highway,Ready to move,1492,Ahmedabad,3722
3,Apartment,Gota,Ready to move,1724,Ahmedabad,3208
2,Apartment,Gota,Ready to move,1178,Ahmedabad,3331
3,Apartment,Near Nirma University On SG Highway,Ready to move,1800,Ahmedabad,3902
2,Apartment,Near Nirma University On SG Highway,Ready to move,1302,Ahmedabad,3698
3,Apartment,Gota,Ready to move,2220,Ahmedabad,3828
2,Apartment,Gota,Ready to move,1401,Ahmedabad,3947
3,Apartment,Gota,Ready to move,1892,Ahmedabad,4032
3,Apartment,Gota,Ready to move,1975,Ahmedabad,3139
3,Apartment,Gota,Ready to move,1720,Ahmedabad,4186
2,Apartment,Gota,Ready to move,1452,Ahmedabad,2824
2,Apartment,gota SG higway,Ready to move,1278,Ahmedabad,3913
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1849,Ahmedabad,3785
2,Apartment,Near Nirma University On SG Highway,Ready to move,1313,Ahmedabad,3526
3,Apartment,Gota,Ready to move,1798,Ahmedabad,3837
3,Apartment,Near Nirma University On SG Highway,Ready to move,1486,Ahmedabad,3916
2,Apartment,Ranip,Ready to move,1143,Ahmedabad,2930
2,Apartment,Chandkheda,Ready to move,1025,Ahmedabad,2878
3,Apartment,Gota,Ready to move,1735,Ahmedabad,4610
3,Apartment,Gota,Ready to move,1895,Ahmedabad,4026
3,Apartment,Chandkheda,Ready to move,1489,Ahmedabad,3156
2,Apartment,Gota,Ready to move,1396,Ahmedabad,4011
3,Apartment,Near Nirma University On SG Highway,Ready to move,1488,Ahmedabad,3897
2,Apartment,Gota,Ready to move,1352,Ahmedabad,3698
2,Apartment,Gota,Ready to move,1411,Ahmedabad,3968
2,Apartment,Near Nirma University On SG Highway,Ready to move,1165,Ahmedabad,3948
3,Apartment,Gota,Ready to move,1808,Ahmedabad,4480
2,Apartment,Chandkheda,Ready to move,1159,Ahmedabad,2484
3,Apartment,Nigam Nagar,Ready to move,1489,Ahmedabad,3122
2,Apartment,Gota,Ready to move,1180,Ahmedabad,4194
3,Apartment,Near Nirma University On SG Highway,Ready to move,2161,Ahmedabad,3933
3,Apartment,Gota,Ready to move,1890,Ahmedabad,4021
3,Apartment,Gota,Ready to move,1533,Ahmedabad,4566
2,Apartment,Near Nirma University On SG Highway,Ready to move,1169,Ahmedabad,3695
2,Apartment,Near Nirma University On SG Highway,Under Construction,1111,Ahmedabad,3555
2,Apartment,Near Nirma University On SG Highway,Ready to move,1341,Ahmedabad,3579
3,Apartment,Gota,Ready to move,1895,Ahmedabad,4010
2,Apartment,Gota,Ready to move,1359,Ahmedabad,4415
3,Apartment,Gota,Ready to move,1791,Ahmedabad,3852
3,Apartment,Gota,Ready to move,1531,Ahmedabad,4702
3,Apartment,Near Nirma University On SG Highway,Ready to move,1806,Ahmedabad,3986
2,Apartment,Gota,Ready to move,1399,Ahmedabad,4024
2,Apartment,Chandkheda,Ready to move,1025,Ahmedabad,2878
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1354,Ahmedabad,4062
3,Apartment,Gota,Ready to move,1735,Ahmedabad,4610
3,Apartment,Gota,Ready to move,1895,Ahmedabad,4026
2,Apartment,Chandkheda,Ready to move,1152,Ahmedabad,2473
2,Apartment,Ranip,Ready to move,1335,Ahmedabad,3146
2,Apartment,Gota,Ready to move,1178,Ahmedabad,3480
2,Apartment,Gota,Ready to move,1396,Ahmedabad,4011
3,Apartment,Near Nirma University On SG Highway,Ready to move,1488,Ahmedabad,3897
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1854,Ahmedabad,4234
2,Apartment,Gota,Ready to move,1369,Ahmedabad,4382
3,Apartment,Gota,Ready to move,1500,Ahmedabad,4800
2,Apartment,Gota,Ready to move,1425,Ahmedabad,4210
3,Apartment,Gota,Ready to move,1796,Ahmedabad,3841
3,Apartment,Gota,Ready to move,1894,Ahmedabad,4012
2,Apartment,Gota,Ready to move,1421,Ahmedabad,4222
3,Apartment,Gota,Ready to move,1532,Ahmedabad,4699
3,Apartment,Gota,Ready to move,1539,Ahmedabad,4678
2,Apartment,Shilaj,Under Construction,1357,Ahmedabad,3382
