BHK,TYPE,AREA,C_STATUS,SQ_FT,CITY,PRICE
3,Apartment,Anand Nagar,Ready to move,1638,Ahmedabad,6166
3,Apartment,Prahlad Nagar,Ready to move,2135,Ahmedabad,6557
4,Apartment,Prahlad Nagar,Ready to move,2650,Ahmedabad,7169
2,Apartment,Chandkheda,Ready to move,1035,Ahmedabad,3091
2,Apartment,Near Nirma University On SG Highway,Under Construction,811,Ahmedabad,5548
4,Villa,Bopal,Ready to move,4050,Ahmedabad,6543
4,Apartment,Ambli,Ready to move,4535,Ahmedabad,9040
3,Apartment,Motera,Ready to move,1669,Ahmedabad,3594
3,Apartment,Prahlad Nagar,Ready to move,2010,Ahmedabad,5721
3,Villa,Dholera,Under Construction,1440,Ahmedabad,2360
3,Villa,Dholera,Under Construction,1620,Ahmedabad,2159
3,Apartment,Prahlad Nagar,Ready to move,2010,Ahmedabad,6218
2,Apartment,Satellite Road,Ready to move,1500,Ahmedabad,4333
3,Apartment,Bodakdev,Ready to move,1650,Ahmedabad,5272
2,Apartment,Motera,Ready to move,1341,Ahmedabad,2982
2,Apartment,Narolgam,Ready to move,882,Ahmedabad,2664
2,Apartment,Vastral,Ready to move,1206,Ahmedabad,2404
2,Apartment,Maninagar East,Ready to move,1152,Ahmedabad,1736
2,Apartment,Vastral,Ready to move,990,Ahmedabad,2525
2,Apartment,Vastral,Ready to move,1260,Ahmedabad,2380
1,Apartment,Vastral,Ready to move,702,Ahmedabad,2706
1,Apartment,Vastral,Ready to move,774,Ahmedabad,2131
2,Apartment,Vastral,Ready to move,1305,Ahmedabad,2298
1,Independent House,Vastral,Ready to move,1116,Ahmedabad,5913
1,Independent House,Vastral,Ready to move,810,Ahmedabad,5555
2,Apartment,Vastral,Ready to move,1071,Ahmedabad,3081
2,Apartment,Vastral,Ready to move,1080,Ahmedabad,2500
2,Apartment,Vastral,Ready to move,1080,Ahmedabad,2500
1,Apartment,Vastral,Ready to move,765,Ahmedabad,2457
2,Apartment,Vastral,Ready to move,882,Ahmedabad,2664
1,Apartment,Vastral,Ready to move,657,Ahmedabad,2663
1,Apartment,Vastral,Ready to move,792,Ahmedabad,2739
1,Apartment,Vastral,Ready to move,639,Ahmedabad,2323
1,Apartment,Vastral,Ready to move,675,Ahmedabad,2222
1,Apartment,Vastral,Ready to move,783,Ahmedabad,2111
2,Apartment,Vastral,Ready to move,1026,Ahmedabad,2111
2,Apartment,Vastral,Ready to move,1206,Ahmedabad,2902
2,Apartment,Vastral,Ready to move,1161,Ahmedabad,2670
2,Apartment,Vastral,Ready to move,1026,Ahmedabad,2631
2,Apartment,Vastral,Ready to move,990,Ahmedabad,2525
1,Apartment,Vastral,Ready to move,702,Ahmedabad,2706
1,Apartment,Vastral,Ready to move,774,Ahmedabad,2131
2,Apartment,Sughad,Ready to move,1152,Ahmedabad,2604
2,Apartment,Satellite,Ready to move,1400,Ahmedabad,4428
3,Apartment,New Ranip,Ready to move,1350,Ahmedabad,3703
5,Villa,Iscon Ambli Road,Ready to move,6750,Ahmedabad,10962
4,Apartment,Satellite,Ready to move,3700,Ahmedabad,7027
3,Apartment,Jodhpur Village,Ready to move,1854,Ahmedabad,6000
3,Apartment,Jodhpur Village,Ready to move,1854,Ahmedabad,5987
3,Apartment,Bopal,Ready to move,1008,Ahmedabad,5753
2,Apartment,Nikol Gam Rd,Ready to move,400,Ahmedabad,3127
4,Apartment,Satellite,Ready to move,3700,Ahmedabad,7027
3,Apartment,Jodhpur Village,Ready to move,1755,Ahmedabad,5982
4,Apartment,Thaltej,Ready to move,3400,Ahmedabad,8794
2,Apartment,Motera,Ready to move,858,Ahmedabad,4079
3,Apartment,Prahlad Nagar,Ready to move,1665,Ahmedabad,5105
2,Apartment,Bopal,Ready to move,1113,Ahmedabad,4941
3,Apartment,Maninagar,Ready to move,1056,Ahmedabad,2438
2,Apartment,Vastral,Ready to move,1062,Ahmedabad,2730
3,Apartment,Thaltej,Ready to move,2799,Ahmedabad,6609
3,Apartment,Prahlad Nagar,Ready to move,1200,Ahmedabad,9166
2,Apartment,Vasna,Ready to move,1170,Ahmedabad,5341
3,Apartment,Chandkheda,Ready to move,2205,Ahmedabad,3401
3,Apartment,Bopal,Ready to move,1330,Ahmedabad,4360
2,Apartment,Jodhpur Village,Ready to move,1125,Ahmedabad,4533
1,Apartment,Gota,Under Construction,635,Ahmedabad,3138
3,Penthouse,Science City,Ready to move,2385,Ahmedabad,7547
3,Apartment,Makarba,Ready to move,1665,Ahmedabad,5405
4,Apartment,Bodakdev,Ready to move,3150,Ahmedabad,7619
1,Apartment,Vastral,Ready to move,792,Ahmedabad,2651
2,Apartment,Vastral,Ready to move,1026,Ahmedabad,2558
2,Apartment,Vastral,Ready to move,1026,Ahmedabad,2558
1,Independent Floor,Vastral,Ready to move,675,Ahmedabad,8888
2,Apartment,Vastral,Ready to move,1260,Ahmedabad,2380
2,Apartment,Vastral,Ready to move,1305,Ahmedabad,2298
2,Apartment,Gota,Ready to move,1210,Ahmedabad,4380
4,Apartment,Thaltej,Ready to move,3393,Ahmedabad,7073
2,Apartment,Memnagar,Ready to move,1107,Ahmedabad,5871
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,4459
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1775,Ahmedabad,4563
2,Apartment,Bhat,Under Construction,2250,Ahmedabad,3333
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2280,Ahmedabad,4210
4,Apartment,Bopal,Ready to move,2965,Ahmedabad,3544
2,Apartment,Paldi,Ready to move,1170,Ahmedabad,4871
3,Apartment,Bopal,Ready to move,1746,Ahmedabad,4180
3,Apartment,Bopal,Ready to move,1385,Ahmedabad,4476
3,Apartment,Shela,Under Construction,1250,Ahmedabad,3800
2,Apartment,Satellite,Ready to move,945,Ahmedabad,4867
3,Apartment,Prahlad Nagar,Ready to move,2050,Ahmedabad,4634
3,Apartment,Prahlad Nagar,Ready to move,2010,Ahmedabad,5870
3,Apartment,Chandkheda,Ready to move,1566,Ahmedabad,3959
4,Penthouse,Bodakdev,Ready to move,7000,Ahmedabad,2357
3,Apartment,Bodakdev,Ready to move,2000,Ahmedabad,6250
3,Apartment,Near Nirma University On SG Highway,Ready to move,2280,Ahmedabad,4605
5,Villa,Sindhu Bhavan Marg,Ready to move,6750,Ahmedabad,11703
3,Apartment,Makarba,Ready to move,1678,Ahmedabad,6555
1,Apartment,Prahlad Nagar,Ready to move,600,Ahmedabad,3666
2,Villa,Dholera,Under Construction,1556,Ahmedabad,1798
2,Apartment,Satellite,Ready to move,1200,Ahmedabad,6250
3,Apartment,Bopal,Ready to move,1435,Ahmedabad,4041
2,Apartment,Chandkheda,Ready to move,1254,Ahmedabad,2791
2,Apartment,Chandkheda,Ready to move,1350,Ahmedabad,2962
3,Apartment,Makarba,Ready to move,1970,Ahmedabad,5583
3,Apartment,Near Nirma University On SG Highway,Ready to move,1815,Ahmedabad,4793
3,Apartment,Near Nirma University On SG Highway,Ready to move,2280,Ahmedabad,4649
2,Apartment,Motera,Ready to move,1035,Ahmedabad,3864
4,Villa,Chanakyapuri,Ready to move,2070,Ahmedabad,9661
2,Apartment,Gota,Ready to move,1440,Ahmedabad,2881
3,Apartment,Bopal,Ready to move,1425,Ahmedabad,4421
3,Villa,Chandkheda,Ready to move,3204,Ahmedabad,7802
2,Apartment,Ranip,Under Construction,974,Ahmedabad,3056
2,Apartment,Ranip,Under Construction,1131,Ahmedabad,3045
2,Apartment,Ranip,Under Construction,974,Ahmedabad,3056
2,Apartment,Near Nirma University On SG Highway,Ready to move,1270,Ahmedabad,3622
3,Apartment,Near Nirma University On SG Highway,Ready to move,1729,Ahmedabad,3759
2,Apartment,Near Nirma University On SG Highway,Ready to move,1729,Ahmedabad,3759
2,Apartment,S G Highway,Ready to move,1350,Ahmedabad,4814
3,Independent Floor,Chandkheda,Ready to move,990,Ahmedabad,10101
2,Apartment,Bopal,Under Construction,1195,Ahmedabad,3096
3,Apartment,Jodhpur Village,Ready to move,2229,Ahmedabad,7626
2,Apartment,Vastrapur,Ready to move,1260,Ahmedabad,5793
3,Apartment,Near Nirma University On SG Highway,Ready to move,1850,Ahmedabad,3945
4,Apartment,Near Nirma University On SG Highway,Ready to move,3640,Ahmedabad,3983
3,Apartment,Near Nirma University On SG Highway,Ready to move,1775,Ahmedabad,4619
2,Apartment,Near Nirma University On SG Highway,Ready to move,1080,Ahmedabad,5092
2,Apartment,Near Nirma University On SG Highway,Ready to move,1145,Ahmedabad,4978
2,Apartment,Near Nirma University On SG Highway,Ready to move,1427,Ahmedabad,4975
4,Apartment,Chandkheda,Ready to move,4400,Ahmedabad,5113
2,Apartment,Motera,Ready to move,1341,Ahmedabad,2982
2,Apartment,Motera,Ready to move,1197,Ahmedabad,3926
3,Apartment,Satellite,Ready to move,1608,Ahmedabad,5783
3,Apartment,Satellite,Ready to move,1836,Ahmedabad,6263
2,Apartment,Shela,Ready to move,1985,Ahmedabad,3526
2,Apartment,Satellite,Ready to move,2070,Ahmedabad,7729
2,Apartment,Jodhpur Village,Ready to move,1856,Ahmedabad,6000
3,Apartment,Shahpur,Ready to move,1359,Ahmedabad,5894
3,Apartment,Ahmedabad Patan Highway Road,Ready to move,1575,Ahmedabad,7047
2,Apartment,National Expressway 1,Ready to move,1275,Ahmedabad,1725
2,Apartment,CTM,Ready to move,990,Ahmedabad,2323
2,Apartment,Ranip,Under Construction,974,Ahmedabad,3057
2,Apartment,Bopal,Ready to move,1240,Ahmedabad,4435
3,Apartment,Bopal,Ready to move,1400,Ahmedabad,4642
3,Apartment,Bopal,Ready to move,1385,Ahmedabad,4476
1,Studio Apartment,Gota,Under Construction,630,Ahmedabad,3492
1,Apartment,Prahlad Nagar,Ready to move,650,Ahmedabad,3692
2,Apartment,Near Nirma University On SG Highway,Under Construction,900,Ahmedabad,3555
2,Apartment,Anand Nagar,Ready to move,1080,Ahmedabad,5555
3,Apartment,Bopal,Ready to move,1433,Ahmedabad,4605
3,Apartment,Bopal,Ready to move,1413,Ahmedabad,4741
3,Apartment,Maninagar,Ready to move,1575,Ahmedabad,7047
3,Apartment,Maninagar,Ready to move,1764,Ahmedabad,6292
3,Independent House,Ghodsar,Ready to move,1200,Ahmedabad,4500
1,Apartment,Maninagar,Ready to move,575,Ahmedabad,3652
4,Independent Floor,Vastral,Ready to move,1200,Ahmedabad,5416
3,Apartment,Maninagar,Ready to move,1206,Ahmedabad,5522
3,Apartment,Maninagar,Ready to move,1205,Ahmedabad,5228
2,Apartment,Maninagar,Ready to move,1200,Ahmedabad,3666
3,Apartment,Maninagar,Ready to move,1300,Ahmedabad,6576
3,Apartment,Maninagar,Ready to move,1200,Ahmedabad,5833
3,Apartment,Maninagar,Ready to move,1764,Ahmedabad,6292
3,Apartment,Maninagar,Ready to move,1200,Ahmedabad,4900
4,Villa,Ghodsar,Ready to move,1000,Ahmedabad,10000
3,Apartment,Maninagar,Ready to move,1125,Ahmedabad,6044
3,Apartment,Maninagar,Ready to move,1080,Ahmedabad,4166
5,Villa,Maninagar,Ready to move,2115,Ahmedabad,5910
5,Villa,Maninagar,Ready to move,1500,Ahmedabad,28333
2,Apartment,Maninagar,Ready to move,1125,Ahmedabad,2986
3,Apartment,Maninagar,Ready to move,1500,Ahmedabad,4000
1,Apartment,Chandlodia,Ready to move,333,Ahmedabad,4354
3,Apartment,Prahlad Nagar,Ready to move,2115,Ahmedabad,5673
3,Apartment,Jodhpur Village,Under Construction,2100,Ahmedabad,7400
3,Apartment,Prahlad Nagar,Ready to move,2090,Ahmedabad,6937
3,Apartment,Prahlad Nagar,Ready to move,1200,Ahmedabad,9166
3,Apartment,Bopal,Ready to move,1490,Ahmedabad,4832
4,Apartment,Shela,Ready to move,2460,Ahmedabad,4552
4,Villa,Satellite,Ready to move,2250,Ahmedabad,10444
2,Apartment,Chandkheda,Ready to move,1305,Ahmedabad,3448
3,Apartment,Bopal,Ready to move,1465,Ahmedabad,4232
1,Apartment,Ranip,Under Construction,640,Ahmedabad,3058
2,Apartment,Sola,Ready to move,2655,Ahmedabad,5649
5,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,4531,Ahmedabad,7724
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2405,Ahmedabad,7941
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1491,Ahmedabad,9121
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1534,Ahmedabad,9126
5,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,4389,Ahmedabad,6675
5,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,4465,Ahmedabad,7659
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2175,Ahmedabad,6896
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2504,Ahmedabad,7907
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2363,Ahmedabad,7871
2,Apartment,Chandkheda,Under Construction,1764,Ahmedabad,3333
4,Villa,Motera,Ready to move,3690,Ahmedabad,4878
2,Apartment,Chandkheda,Under Construction,1620,Ahmedabad,3322
2,Apartment,Chandkheda,Under Construction,1764,Ahmedabad,3322
2,Apartment,Chandkheda,Ready to move,2025,Ahmedabad,3633
2,Apartment,Chandkheda,Ready to move,1800,Ahmedabad,3633
2,Apartment,Chandkheda,Ready to move,2025,Ahmedabad,3666
2,Apartment,Motera,Ready to move,1800,Ahmedabad,3500
2,Apartment,Motera,Ready to move,1800,Ahmedabad,3166
2,Apartment,Motera,Ready to move,1746,Ahmedabad,3722
3,Apartment,Science City,Ready to move,2448,Ahmedabad,5310
3,Villa,Dholera,Under Construction,1800,Ahmedabad,1999
4,Apartment,Vastrapur,Under Construction,3390,Ahmedabad,5249
4,Penthouse,Vastrapur,Under Construction,3373,Ahmedabad,5247
3,Penthouse,Vastrapur,Under Construction,2283,Ahmedabad,5212
3,Apartment,Vastrapur,Under Construction,2225,Ahmedabad,5213
4,Apartment,Ambli,Under Construction,4500,Ahmedabad,7500
2,Apartment,Gota,Ready to move,1098,Ahmedabad,4189
3,Apartment,Near Nirma University On SG Highway,Ready to move,2280,Ahmedabad,3552
2,Apartment,Shilaj,Ready to move,1035,Ahmedabad,3864
3,Apartment,Bopal,Ready to move,1440,Ahmedabad,3680
2,Apartment,Shela,Ready to move,1140,Ahmedabad,3684
2,Apartment,Shilaj,Ready to move,1035,Ahmedabad,3864
1,Apartment,Shela,Ready to move,714,Ahmedabad,4761
2,Apartment,Bopal,Ready to move,1170,Ahmedabad,4358
4,Apartment,Prahlad Nagar,Ready to move,3800,Ahmedabad,6789
2,Apartment,Sharnam County,Ready to move,1260,Ahmedabad,3333
3,Apartment,Ambavadi,Ready to move,1917,Ahmedabad,6259
3,Apartment,Bopal,Ready to move,2215,Ahmedabad,5643
3,Apartment,Jodhpur Village,Ready to move,1863,Ahmedabad,5797
3,Apartment,Shela,Ready to move,1880,Ahmedabad,3723
2,Apartment,Near Nirma University On SG Highway,Ready to move,1200,Ahmedabad,3750
3,Apartment,Bopal,Ready to move,2350,Ahmedabad,4255
4,Apartment,Shela,Ready to move,2460,Ahmedabad,4674
2,Apartment,Bopal,Ready to move,1260,Ahmedabad,3968
3,Apartment,Ambli,Under Construction,1850,Ahmedabad,4216
3,Apartment,Near Nirma University On SG Highway,Ready to move,1482,Ahmedabad,4183
3,Apartment,Near Nirma University On SG Highway,Ready to move,2165,Ahmedabad,4618
2,Apartment,Near Nirma University On SG Highway,Ready to move,1167,Ahmedabad,3856
3,Apartment,Thaltej,Ready to move,1700,Ahmedabad,5176
3,Apartment,Thaltej,Ready to move,1700,Ahmedabad,5176
3,Apartment,Shela,Ready to move,1590,Ahmedabad,3647
2,Apartment,Bopal,Under Construction,1200,Ahmedabad,3333
3,Apartment,Bopal,Under Construction,1435,Ahmedabad,3205
3,Apartment,Prahlad Nagar,Ready to move,2100,Ahmedabad,5714
3,Apartment,Gota,Ready to move,1980,Ahmedabad,3535
3,Apartment,Prahlad Nagar,Ready to move,1833,Ahmedabad,5455
3,Apartment,Prahlad Nagar,Ready to move,1965,Ahmedabad,5852
5,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,6300,Ahmedabad,4761
3,Apartment,Jodhpur Village,Ready to move,2430,Ahmedabad,8641
4,Apartment,Chanakyapuri,Ready to move,3060,Ahmedabad,7843
4,Apartment,Bopal,Ready to move,2775,Ahmedabad,4800
5,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,6120,Ahmedabad,4689
2,Apartment,Khodiyar,Ready to move,1425,Ahmedabad,4210
2,Apartment,Khodiyar,Ready to move,1161,Ahmedabad,4306
3,Apartment,Bopal,Ready to move,1330,Ahmedabad,4962
2,Apartment,Gota,Ready to move,1098,Ahmedabad,4280
3,Apartment,Chanakyapuri,Ready to move,1750,Ahmedabad,4857
2,Apartment,Bopal,Ready to move,1359,Ahmedabad,3679
2,Apartment,Khodiyar,Ready to move,1080,Ahmedabad,4444
3,Apartment,Vejalpur,Ready to move,1585,Ahmedabad,3785
3,Apartment,Jodhpur Village,Ready to move,1974,Ahmedabad,6500
2,Apartment,Ranip,Ready to move,1215,Ahmedabad,3950
3,Apartment,Bopal,Ready to move,1330,Ahmedabad,4285
3,Apartment,Bopal,Ready to move,1008,Ahmedabad,5753
4,Apartment,Prahlad Nagar,Ready to move,4015,Ahmedabad,9464
3,Villa,Bopal,Ready to move,1620,Ahmedabad,4629
3,Villa,Bopal,Ready to move,1800,Ahmedabad,5000
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,5370
3,Apartment,Shahibaug,Ready to move,1620,Ahmedabad,7098
4,Villa,Nikol,Ready to move,2565,Ahmedabad,14814
4,Apartment,Iscon Ambli Road,Ready to move,3400,Ahmedabad,7941
4,Apartment,Iscon Ambli Road,Ready to move,2970,Ahmedabad,8080
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1557,Ahmedabad,4174
2,Apartment,Bopal,Under Construction,838,Ahmedabad,4081
2,Apartment,Bopal,Under Construction,1195,Ahmedabad,2850
2,Apartment,Vinzol,Ready to move,1215,Ahmedabad,2057
3,Apartment,Ranip,Ready to move,1530,Ahmedabad,4379
3,Apartment,Satellite,Ready to move,1620,Ahmedabad,6172
3,Villa,Chandkheda,Ready to move,1375,Ahmedabad,16072
3,Villa,Chandkheda,Ready to move,1375,Ahmedabad,16072
2,Villa,Motera,Ready to move,2250,Ahmedabad,6666
1,Apartment,Chandkheda,Ready to move,1125,Ahmedabad,3111
3,Villa,Chandkheda,Ready to move,2475,Ahmedabad,7070
2,Apartment,Motera,Ready to move,1935,Ahmedabad,3111
2,Apartment,Motera,Ready to move,1935,Ahmedabad,3122
1,Apartment,Motera,Ready to move,1287,Ahmedabad,3651
2,Villa,Motera,Ready to move,1800,Ahmedabad,7500
2,Apartment,Motera,Ready to move,1710,Ahmedabad,3450
2,Apartment,Chandkheda,Ready to move,1890,Ahmedabad,3703
3,Apartment,Motera,Ready to move,2448,Ahmedabad,3921
2,Apartment,Paldi,Ready to move,1845,Ahmedabad,5040
2,Apartment,Paldi,Ready to move,1872,Ahmedabad,4914
2,Apartment,Bopal,Under Construction,870,Ahmedabad,5402
2,Apartment,Bopal,Under Construction,1450,Ahmedabad,3200
2,Apartment,Paldi,Ready to move,1845,Ahmedabad,5420
1,Apartment,Ranip,Under Construction,974,Ahmedabad,2036
1,Apartment,Near Nirma University On SG Highway,Under Construction,624,Ahmedabad,6089
2,Apartment,Bopal,Under Construction,870,Ahmedabad,5333
2,Apartment,Paldi,Ready to move,1845,Ahmedabad,5420
2,Apartment,Ranip,Ready to move,1188,Ahmedabad,2946
3,Apartment,Bopal,Ready to move,1435,Ahmedabad,4181
2,Apartment,Bopal,Ready to move,1273,Ahmedabad,3534
3,Apartment,Bopal,Under Construction,1200,Ahmedabad,3666
3,Apartment,Bopal,Ready to move,2280,Ahmedabad,3728
3,Apartment,Bopal,Ready to move,1470,Ahmedabad,4761
3,Apartment,Vastrapur,Ready to move,2225,Ahmedabad,6292
3,Apartment,Jodhpur Village,Ready to move,1863,Ahmedabad,5904
2,Apartment,Bopal,Ready to move,1105,Ahmedabad,3619
3,Apartment,Satellite,Ready to move,2175,Ahmedabad,6436
3,Apartment,Ambavadi,Ready to move,1917,Ahmedabad,5998
5,Apartment,Bopal,Ready to move,3725,Ahmedabad,4500
3,Apartment,Bopal,Ready to move,2415,Ahmedabad,4500
2,Apartment,Sola,Ready to move,1224,Ahmedabad,5718
3,Apartment,Bopal,Ready to move,2415,Ahmedabad,4200
2,Apartment,Gota,Ready to move,1080,Ahmedabad,4166
2,Apartment,Gota,Ready to move,1143,Ahmedabad,4111
3,Apartment,Gota,Ready to move,2996,Ahmedabad,4372
3,Apartment,Gota,Ready to move,2289,Ahmedabad,4106
3,Apartment,Gota,Ready to move,1980,Ahmedabad,3636
2,Apartment,Near Nirma University On SG Highway,Ready to move,1270,Ahmedabad,3937
3,Apartment,Gota,Ready to move,1593,Ahmedabad,3138
3,Apartment,Gota,Ready to move,1557,Ahmedabad,3564
3,Apartment,Chandkheda,Ready to move,1935,Ahmedabad,3720
2,Apartment,Bopal,Ready to move,1260,Ahmedabad,4206
2,Apartment,Bopal,Under Construction,1185,Ahmedabad,3350
1,Apartment,Gota,Under Construction,630,Ahmedabad,3650
1,Apartment,Gota,Under Construction,630,Ahmedabad,3650
1,Apartment,Gota,Under Construction,630,Ahmedabad,3730
4,Apartment,Vastrapur,Under Construction,3200,Ahmedabad,6750
2,Apartment,Bopal,Under Construction,1480,Ahmedabad,4324
3,Apartment,Shela,Under Construction,1435,Ahmedabad,4041
1,Apartment,Bopal,Under Construction,1251,Ahmedabad,4076
3,Apartment,Gota,Ready to move,1730,Ahmedabad,4161
2,Apartment,Gota,Ready to move,1210,Ahmedabad,4297
3,Apartment,Chandkheda,Ready to move,1800,Ahmedabad,3333
4,Apartment,Ambli,Under Construction,2425,Ahmedabad,4536
1,Apartment,Subhash Bridge,Ready to move,900,Ahmedabad,2777
3,Apartment,Shela,Under Construction,1435,Ahmedabad,3170
3,Apartment,Thaltej,Ready to move,2100,Ahmedabad,8333
2,Apartment,Bopal,Under Construction,1450,Ahmedabad,3200
2,Apartment,Bopal,Under Construction,1450,Ahmedabad,3200
2,Apartment,Bopal,Under Construction,1450,Ahmedabad,3200
2,Apartment,Paldi,Ready to move,1872,Ahmedabad,5502
2,Apartment,Paldi,Ready to move,1845,Ahmedabad,5420
2,Apartment,Chandkheda,Under Construction,1998,Ahmedabad,3503
1,Apartment,Ranip,Under Construction,640,Ahmedabad,3057
1,Apartment,Ranip,Under Construction,640,Ahmedabad,3057
1,Apartment,Ranip,Under Construction,649,Ahmedabad,3057
2,Villa,Chandkheda,Ready to move,2070,Ahmedabad,5797
3,Villa,Motera,Ready to move,2475,Ahmedabad,7878
1,Apartment,Chandkheda,Ready to move,1035,Ahmedabad,3671
1,Apartment,Chandkheda,Ready to move,1125,Ahmedabad,2666
1,Apartment,Chandkheda,Ready to move,1170,Ahmedabad,3418
4,Apartment,Shilaj Circle,Under Construction,2810,Ahmedabad,5600
4,Apartment,Shilaj Circle,Under Construction,3700,Ahmedabad,5600
4,Apartment,Vastrapur,Under Construction,3230,Ahmedabad,5170
3,Apartment,Ashram Road,Ready to move,1660,Ahmedabad,6000
4,Villa,Science City,Ready to move,2565,Ahmedabad,10721
2,Apartment,Motera,Ready to move,900,Ahmedabad,3888
